Age Group,Download Date,Funnel,Platform,Users
45-54,12/04/2021,Ride completed,web,3
45-54,02/01/2021,Ride paid,web,1
45-54,08/01/2021,Ride paid,web,1
45-54,09/01/2021,Ride paid,web,1
45-54,11/01/2021,Ride paid,web,1
45-54,30/01/2021,Ride paid,web,1
45-54,01/02/2021,Ride paid,web,1
45-54,23/02/2021,Ride paid,web,1
45-54,22/03/2021,Ride paid,web,1
45-54,25/03/2021,Ride paid,web,1
45-54,15/04/2021,Ride paid,web,1
45-54,16/04/2021,Ride paid,web,1
45-54,22/04/2021,Ride paid,web,1
45-54,25/04/2021,Ride paid,web,1
45-54,04/05/2021,Ride paid,web,1
45-54,25/05/2021,Ride paid,web,1
45-54,27/05/2021,Ride paid,web,1
45-54,29/05/2021,Ride paid,web,1
45-54,31/05/2021,Ride paid,web,1
45-54,05/06/2021,Ride paid,web,1
45-54,08/06/2021,Ride paid,web,1
45-54,09/06/2021,Ride paid,web,1
45-54,12/06/2021,Ride paid,web,1
45-54,14/06/2021,Ride paid,web,1
45-54,05/07/2021,Ride paid,web,1
45-54,13/07/2021,Ride paid,web,1
45-54,20/07/2021,Ride paid,web,1
45-54,21/07/2021,Ride paid,web,1
45-54,26/07/2021,Ride paid,web,1
45-54,27/07/2021,Ride paid,web,1
45-54,08/08/2021,Ride paid,web,1
45-54,09/08/2021,Ride paid,web,1
45-54,16/08/2021,Ride paid,web,1
45-54,18/08/2021,Ride paid,web,1
45-54,19/08/2021,Ride paid,web,1
45-54,30/08/2021,Ride paid,web,1
45-54,06/09/2021,Ride paid,web,1
45-54,22/09/2021,Ride paid,web,1
45-54,02/10/2021,Ride paid,web,1
45-54,06/10/2021,Ride paid,web,1
45-54,09/11/2021,Ride paid,web,1
45-54,07/12/2021,Ride paid,web,1
45-54,08/12/2021,Ride paid,web,1
45-54,15/12/2021,Ride paid,web,1
45-54,24/12/2021,Ride paid,web,1
45-54,29/12/2021,Ride paid,web,1
45-54,20/03/2021,Ride paid,web,2
45-54,29/04/2021,Ride paid,web,2
45-54,09/09/2021,Ride paid,web,2
45-54,12/04/2021,Ride paid,web,3
45-54,02/01/2021,Ride requested,web,1
45-54,08/01/2021,Ride requested,web,1
45-54,09/01/2021,Ride requested,web,1
45-54,11/01/2021,Ride requested,web,1
45-54,17/01/2021,Ride requested,web,1
45-54,19/01/2021,Ride requested,web,1
45-54,30/01/2021,Ride requested,web,1
45-54,01/02/2021,Ride requested,web,1
45-54,03/02/2021,Ride requested,web,1
45-54,14/02/2021,Ride requested,web,1
45-54,18/02/2021,Ride requested,web,1
45-54,23/02/2021,Ride requested,web,1
45-54,02/03/2021,Ride requested,web,1
45-54,12/03/2021,Ride requested,web,1
45-54,22/03/2021,Ride requested,web,1
45-54,25/03/2021,Ride requested,web,1
45-54,03/04/2021,Ride requested,web,1
45-54,04/04/2021,Ride requested,web,1
45-54,09/04/2021,Ride requested,web,1
45-54,15/04/2021,Ride requested,web,1
45-54,16/04/2021,Ride requested,web,1
45-54,17/04/2021,Ride requested,web,1
45-54,21/04/2021,Ride requested,web,1
45-54,22/04/2021,Ride requested,web,1
45-54,25/04/2021,Ride requested,web,1
45-54,28/04/2021,Ride requested,web,1
45-54,03/05/2021,Ride requested,web,1
45-54,04/05/2021,Ride requested,web,1
45-54,07/05/2021,Ride requested,web,1
45-54,09/05/2021,Ride requested,web,1
45-54,11/05/2021,Ride requested,web,1
45-54,12/05/2021,Ride requested,web,1
45-54,17/05/2021,Ride requested,web,1
45-54,21/05/2021,Ride requested,web,1
45-54,25/05/2021,Ride requested,web,1
45-54,27/05/2021,Ride requested,web,1
45-54,29/05/2021,Ride requested,web,1
45-54,30/05/2021,Ride requested,web,1
45-54,31/05/2021,Ride requested,web,1
45-54,08/06/2021,Ride requested,web,1
45-54,09/06/2021,Ride requested,web,1
45-54,10/06/2021,Ride requested,web,1
45-54,12/06/2021,Ride requested,web,1
45-54,14/06/2021,Ride requested,web,1
45-54,18/06/2021,Ride requested,web,1
45-54,19/06/2021,Ride requested,web,1
45-54,20/06/2021,Ride requested,web,1
45-54,23/06/2021,Ride requested,web,1
45-54,28/06/2021,Ride requested,web,1
45-54,05/07/2021,Ride requested,web,1
45-54,06/07/2021,Ride requested,web,1
45-54,10/07/2021,Ride requested,web,1
45-54,20/07/2021,Ride requested,web,1
45-54,21/07/2021,Ride requested,web,1
45-54,22/07/2021,Ride requested,web,1
45-54,23/07/2021,Ride requested,web,1
45-54,27/07/2021,Ride requested,web,1
45-54,31/07/2021,Ride requested,web,1
45-54,05/08/2021,Ride requested,web,1
45-54,06/08/2021,Ride requested,web,1
45-54,08/08/2021,Ride requested,web,1
45-54,09/08/2021,Ride requested,web,1
45-54,13/08/2021,Ride requested,web,1
45-54,16/08/2021,Ride requested,web,1
45-54,18/08/2021,Ride requested,web,1
45-54,19/08/2021,Ride requested,web,1
45-54,22/08/2021,Ride requested,web,1
45-54,23/08/2021,Ride requested,web,1
45-54,25/08/2021,Ride requested,web,1
45-54,30/08/2021,Ride requested,web,1
45-54,31/08/2021,Ride requested,web,1
45-54,03/09/2021,Ride requested,web,1
45-54,06/09/2021,Ride requested,web,1
45-54,08/09/2021,Ride requested,web,1
45-54,11/09/2021,Ride requested,web,1
45-54,16/09/2021,Ride requested,web,1
45-54,18/09/2021,Ride requested,web,1
45-54,21/09/2021,Ride requested,web,1
45-54,22/09/2021,Ride requested,web,1
45-54,26/09/2021,Ride requested,web,1
45-54,02/10/2021,Ride requested,web,1
45-54,06/10/2021,Ride requested,web,1
45-54,09/10/2021,Ride requested,web,1
45-54,27/10/2021,Ride requested,web,1
45-54,28/10/2021,Ride requested,web,1
45-54,29/10/2021,Ride requested,web,1
45-54,05/11/2021,Ride requested,web,1
45-54,10/11/2021,Ride requested,web,1
45-54,15/11/2021,Ride requested,web,1
45-54,16/11/2021,Ride requested,web,1
45-54,17/11/2021,Ride requested,web,1
45-54,20/11/2021,Ride requested,web,1
45-54,23/11/2021,Ride requested,web,1
45-54,04/12/2021,Ride requested,web,1
45-54,07/12/2021,Ride requested,web,1
45-54,08/12/2021,Ride requested,web,1
45-54,14/12/2021,Ride requested,web,1
45-54,15/12/2021,Ride requested,web,1
45-54,22/12/2021,Ride requested,web,1
45-54,24/12/2021,Ride requested,web,1
45-54,29/12/2021,Ride requested,web,1
45-54,31/01/2021,Ride requested,web,2
45-54,14/03/2021,Ride requested,web,2
45-54,29/04/2021,Ride requested,web,2
45-54,05/06/2021,Ride requested,web,2
45-54,13/07/2021,Ride requested,web,2
45-54,26/07/2021,Ride requested,web,2
45-54,09/09/2021,Ride requested,web,2
45-54,09/11/2021,Ride requested,web,2
45-54,30/12/2021,Ride requested,web,2
45-54,12/04/2021,Ride requested,web,3
45-54,20/03/2021,Ride requested,web,4
45-54,02/01/2021,Ride reviewed,web,1
45-54,08/01/2021,Ride reviewed,web,1
45-54,09/01/2021,Ride reviewed,web,1
45-54,11/01/2021,Ride reviewed,web,1
45-54,30/01/2021,Ride reviewed,web,1
45-54,01/02/2021,Ride reviewed,web,1
45-54,23/02/2021,Ride reviewed,web,1
45-54,20/03/2021,Ride reviewed,web,1
45-54,25/04/2021,Ride reviewed,web,1
45-54,29/04/2021,Ride reviewed,web,1
45-54,04/05/2021,Ride reviewed,web,1
45-54,25/05/2021,Ride reviewed,web,1
45-54,27/05/2021,Ride reviewed,web,1
45-54,29/05/2021,Ride reviewed,web,1
45-54,05/06/2021,Ride reviewed,web,1
45-54,09/06/2021,Ride reviewed,web,1
45-54,14/06/2021,Ride reviewed,web,1
45-54,05/07/2021,Ride reviewed,web,1
45-54,13/07/2021,Ride reviewed,web,1
45-54,20/07/2021,Ride reviewed,web,1
45-54,21/07/2021,Ride reviewed,web,1
45-54,26/07/2021,Ride reviewed,web,1
45-54,27/07/2021,Ride reviewed,web,1
45-54,08/08/2021,Ride reviewed,web,1
45-54,09/08/2021,Ride reviewed,web,1
45-54,16/08/2021,Ride reviewed,web,1
45-54,18/08/2021,Ride reviewed,web,1
45-54,19/08/2021,Ride reviewed,web,1
45-54,06/09/2021,Ride reviewed,web,1
45-54,06/10/2021,Ride reviewed,web,1
45-54,09/11/2021,Ride reviewed,web,1
45-54,07/12/2021,Ride reviewed,web,1
45-54,15/12/2021,Ride reviewed,web,1
45-54,09/09/2021,Ride reviewed,web,2
45-54,12/04/2021,Ride reviewed,web,3
45-54,02/01/2021,Signed up,web,1
45-54,03/01/2021,Signed up,web,1
45-54,08/01/2021,Signed up,web,1
45-54,09/01/2021,Signed up,web,1
45-54,11/01/2021,Signed up,web,1
45-54,13/01/2021,Signed up,web,1
45-54,17/01/2021,Signed up,web,1
45-54,19/01/2021,Signed up,web,1
45-54,22/01/2021,Signed up,web,1
45-54,30/01/2021,Signed up,web,1
45-54,01/02/2021,Signed up,web,1
45-54,03/02/2021,Signed up,web,1
45-54,05/02/2021,Signed up,web,1
45-54,08/02/2021,Signed up,web,1
45-54,10/02/2021,Signed up,web,1
45-54,14/02/2021,Signed up,web,1
45-54,18/02/2021,Signed up,web,1
45-54,19/02/2021,Signed up,web,1
45-54,23/02/2021,Signed up,web,1
45-54,02/03/2021,Signed up,web,1
45-54,05/03/2021,Signed up,web,1
45-54,12/03/2021,Signed up,web,1
45-54,22/03/2021,Signed up,web,1
45-54,23/03/2021,Signed up,web,1
45-54,25/03/2021,Signed up,web,1
45-54,03/04/2021,Signed up,web,1
45-54,04/04/2021,Signed up,web,1
45-54,15/04/2021,Signed up,web,1
45-54,16/04/2021,Signed up,web,1
45-54,17/04/2021,Signed up,web,1
45-54,21/04/2021,Signed up,web,1
45-54,22/04/2021,Signed up,web,1
45-54,25/04/2021,Signed up,web,1
45-54,03/05/2021,Signed up,web,1
45-54,04/05/2021,Signed up,web,1
45-54,05/05/2021,Signed up,web,1
45-54,09/05/2021,Signed up,web,1
45-54,10/05/2021,Signed up,web,1
45-54,11/05/2021,Signed up,web,1
45-54,12/05/2021,Signed up,web,1
45-54,17/05/2021,Signed up,web,1
45-54,21/05/2021,Signed up,web,1
45-54,22/05/2021,Signed up,web,1
45-54,25/05/2021,Signed up,web,1
45-54,27/05/2021,Signed up,web,1
45-54,29/05/2021,Signed up,web,1
45-54,30/05/2021,Signed up,web,1
45-54,31/05/2021,Signed up,web,1
45-54,03/06/2021,Signed up,web,1
45-54,09/06/2021,Signed up,web,1
45-54,10/06/2021,Signed up,web,1
45-54,12/06/2021,Signed up,web,1
45-54,14/06/2021,Signed up,web,1
45-54,15/06/2021,Signed up,web,1
45-54,16/06/2021,Signed up,web,1
45-54,17/06/2021,Signed up,web,1
45-54,18/06/2021,Signed up,web,1
45-54,19/06/2021,Signed up,web,1
45-54,23/06/2021,Signed up,web,1
45-54,27/06/2021,Signed up,web,1
45-54,28/06/2021,Signed up,web,1
45-54,03/07/2021,Signed up,web,1
45-54,06/07/2021,Signed up,web,1
45-54,10/07/2021,Signed up,web,1
45-54,11/07/2021,Signed up,web,1
45-54,20/07/2021,Signed up,web,1
45-54,21/07/2021,Signed up,web,1
45-54,22/07/2021,Signed up,web,1
45-54,23/07/2021,Signed up,web,1
45-54,27/07/2021,Signed up,web,1
45-54,29/07/2021,Signed up,web,1
45-54,03/08/2021,Signed up,web,1
45-54,05/08/2021,Signed up,web,1
45-54,08/08/2021,Signed up,web,1
45-54,09/08/2021,Signed up,web,1
45-54,13/08/2021,Signed up,web,1
45-54,16/08/2021,Signed up,web,1
45-54,17/08/2021,Signed up,web,1
45-54,19/08/2021,Signed up,web,1
45-54,22/08/2021,Signed up,web,1
45-54,23/08/2021,Signed up,web,1
45-54,25/08/2021,Signed up,web,1
45-54,30/08/2021,Signed up,web,1
45-54,31/08/2021,Signed up,web,1
45-54,03/09/2021,Signed up,web,1
45-54,05/09/2021,Signed up,web,1
45-54,06/09/2021,Signed up,web,1
45-54,08/09/2021,Signed up,web,1
45-54,11/09/2021,Signed up,web,1
45-54,17/09/2021,Signed up,web,1
45-54,18/09/2021,Signed up,web,1
45-54,21/09/2021,Signed up,web,1
45-54,22/09/2021,Signed up,web,1
45-54,26/09/2021,Signed up,web,1
45-54,29/09/2021,Signed up,web,1
45-54,02/10/2021,Signed up,web,1
45-54,06/10/2021,Signed up,web,1
45-54,10/10/2021,Signed up,web,1
45-54,14/10/2021,Signed up,web,1
45-54,15/10/2021,Signed up,web,1
45-54,24/10/2021,Signed up,web,1
45-54,27/10/2021,Signed up,web,1
45-54,28/10/2021,Signed up,web,1
45-54,30/10/2021,Signed up,web,1
45-54,31/10/2021,Signed up,web,1
45-54,03/11/2021,Signed up,web,1
45-54,04/11/2021,Signed up,web,1
45-54,05/11/2021,Signed up,web,1
45-54,10/11/2021,Signed up,web,1
45-54,15/11/2021,Signed up,web,1
45-54,16/11/2021,Signed up,web,1
45-54,17/11/2021,Signed up,web,1
45-54,20/11/2021,Signed up,web,1
45-54,22/11/2021,Signed up,web,1
45-54,23/11/2021,Signed up,web,1
45-54,24/11/2021,Signed up,web,1
45-54,04/12/2021,Signed up,web,1
45-54,08/12/2021,Signed up,web,1
45-54,12/12/2021,Signed up,web,1
45-54,14/12/2021,Signed up,web,1
45-54,15/12/2021,Signed up,web,1
45-54,20/12/2021,Signed up,web,1
45-54,22/12/2021,Signed up,web,1
45-54,24/12/2021,Signed up,web,1
45-54,29/12/2021,Signed up,web,1
45-54,31/01/2021,Signed up,web,2
45-54,14/03/2021,Signed up,web,2
45-54,09/04/2021,Signed up,web,2
45-54,28/04/2021,Signed up,web,2
45-54,07/05/2021,Signed up,web,2
45-54,05/06/2021,Signed up,web,2
45-54,08/06/2021,Signed up,web,2
45-54,20/06/2021,Signed up,web,2
45-54,05/07/2021,Signed up,web,2
45-54,26/07/2021,Signed up,web,2
45-54,06/08/2021,Signed up,web,2
45-54,18/08/2021,Signed up,web,2
45-54,09/09/2021,Signed up,web,2
45-54,16/09/2021,Signed up,web,2
45-54,09/10/2021,Signed up,web,2
45-54,29/10/2021,Signed up,web,2
45-54,09/11/2021,Signed up,web,2
45-54,07/12/2021,Signed up,web,2
45-54,30/12/2021,Signed up,web,2
45-54,12/04/2021,Signed up,web,3
45-54,13/07/2021,Signed up,web,3
45-54,31/07/2021,Signed up,web,3
45-54,29/04/2021,Signed up,web,4
45-54,20/03/2021,Signed up,web,5
Not specified,02/01/2021,Downloaded,web,1
Not specified,03/01/2021,Downloaded,web,1
Not specified,08/01/2021,Downloaded,web,1
Not specified,10/01/2021,Downloaded,web,1
Not specified,11/01/2021,Downloaded,web,1
Not specified,13/01/2021,Downloaded,web,1
Not specified,17/01/2021,Downloaded,web,1
Not specified,21/01/2021,Downloaded,web,1
Not specified,23/01/2021,Downloaded,web,1
Not specified,24/01/2021,Downloaded,web,1
Not specified,28/01/2021,Downloaded,web,1
Not specified,29/01/2021,Downloaded,web,1
Not specified,02/02/2021,Downloaded,web,1
Not specified,03/02/2021,Downloaded,web,1
Not specified,04/02/2021,Downloaded,web,1
Not specified,06/02/2021,Downloaded,web,1
Not specified,15/02/2021,Downloaded,web,1
Not specified,18/02/2021,Downloaded,web,1
Not specified,24/02/2021,Downloaded,web,1
Not specified,25/02/2021,Downloaded,web,1
Not specified,27/02/2021,Downloaded,web,1
Not specified,03/03/2021,Downloaded,web,1
Not specified,07/03/2021,Downloaded,web,1
Not specified,12/03/2021,Downloaded,web,1
Not specified,13/03/2021,Downloaded,web,1
Not specified,16/03/2021,Downloaded,web,1
Not specified,17/03/2021,Downloaded,web,1
Not specified,20/03/2021,Downloaded,web,1
Not specified,21/03/2021,Downloaded,web,1
Not specified,30/03/2021,Downloaded,web,1
Not specified,03/04/2021,Downloaded,web,1
Not specified,04/04/2021,Downloaded,web,1
Not specified,08/04/2021,Downloaded,web,1
Not specified,18/04/2021,Downloaded,web,1
Not specified,20/04/2021,Downloaded,web,1
Not specified,22/04/2021,Downloaded,web,1
Not specified,30/04/2021,Downloaded,web,1
Not specified,04/05/2021,Downloaded,web,1
Not specified,05/05/2021,Downloaded,web,1
Not specified,06/05/2021,Downloaded,web,1
Not specified,14/05/2021,Downloaded,web,1
Not specified,16/05/2021,Downloaded,web,1
Not specified,21/05/2021,Downloaded,web,1
Not specified,22/05/2021,Downloaded,web,1
Not specified,26/05/2021,Downloaded,web,1
Not specified,27/05/2021,Downloaded,web,1
Not specified,31/05/2021,Downloaded,web,1
Not specified,02/06/2021,Downloaded,web,1
Not specified,09/06/2021,Downloaded,web,1
Not specified,11/06/2021,Downloaded,web,1
Not specified,13/06/2021,Downloaded,web,1
Not specified,17/06/2021,Downloaded,web,1
Not specified,20/06/2021,Downloaded,web,1
Not specified,21/06/2021,Downloaded,web,1
Not specified,23/06/2021,Downloaded,web,1
Not specified,30/06/2021,Downloaded,web,1
Not specified,09/07/2021,Downloaded,web,1
Not specified,13/07/2021,Downloaded,web,1
Not specified,18/07/2021,Downloaded,web,1
Not specified,27/07/2021,Downloaded,web,1
Not specified,29/07/2021,Downloaded,web,1
Not specified,30/07/2021,Downloaded,web,1
Not specified,05/08/2021,Downloaded,web,1
Not specified,12/08/2021,Downloaded,web,1
Not specified,13/08/2021,Downloaded,web,1
Not specified,15/08/2021,Downloaded,web,1
Not specified,20/08/2021,Downloaded,web,1
Not specified,21/08/2021,Downloaded,web,1
Not specified,22/08/2021,Downloaded,web,1
Not specified,28/08/2021,Downloaded,web,1
Not specified,29/08/2021,Downloaded,web,1
Not specified,07/09/2021,Downloaded,web,1
Not specified,10/09/2021,Downloaded,web,1
Not specified,12/09/2021,Downloaded,web,1
Not specified,13/09/2021,Downloaded,web,1
Not specified,18/09/2021,Downloaded,web,1
Not specified,20/09/2021,Downloaded,web,1
Not specified,23/09/2021,Downloaded,web,1
Not specified,24/09/2021,Downloaded,web,1
Not specified,25/09/2021,Downloaded,web,1
Not specified,26/09/2021,Downloaded,web,1
Not specified,27/09/2021,Downloaded,web,1
Not specified,05/10/2021,Downloaded,web,1
Not specified,09/10/2021,Downloaded,web,1
Not specified,13/10/2021,Downloaded,web,1
Not specified,20/10/2021,Downloaded,web,1
Not specified,07/11/2021,Downloaded,web,1
Not specified,09/11/2021,Downloaded,web,1
Not specified,27/11/2021,Downloaded,web,1
Not specified,29/11/2021,Downloaded,web,1
Not specified,02/12/2021,Downloaded,web,1
Not specified,09/12/2021,Downloaded,web,1
Not specified,13/12/2021,Downloaded,web,1
Not specified,14/12/2021,Downloaded,web,1
Not specified,16/12/2021,Downloaded,web,1
Not specified,19/12/2021,Downloaded,web,1
Not specified,20/12/2021,Downloaded,web,1
Not specified,22/12/2021,Downloaded,web,1
Not specified,28/12/2021,Downloaded,web,1
Not specified,30/12/2021,Downloaded,web,1
Not specified,01/01/2021,Downloaded,web,2
Not specified,04/01/2021,Downloaded,web,2
Not specified,07/01/2021,Downloaded,web,2
Not specified,16/01/2021,Downloaded,web,2
Not specified,20/01/2021,Downloaded,web,2
Not specified,25/01/2021,Downloaded,web,2
Not specified,31/01/2021,Downloaded,web,2
Not specified,01/02/2021,Downloaded,web,2
Not specified,09/02/2021,Downloaded,web,2
Not specified,11/02/2021,Downloaded,web,2
Not specified,13/02/2021,Downloaded,web,2
Not specified,16/02/2021,Downloaded,web,2
Not specified,17/02/2021,Downloaded,web,2
Not specified,19/02/2021,Downloaded,web,2
Not specified,21/02/2021,Downloaded,web,2
Not specified,26/02/2021,Downloaded,web,2
Not specified,01/03/2021,Downloaded,web,2
Not specified,08/03/2021,Downloaded,web,2
Not specified,10/03/2021,Downloaded,web,2
Not specified,14/03/2021,Downloaded,web,2
Not specified,26/03/2021,Downloaded,web,2
Not specified,27/03/2021,Downloaded,web,2
Not specified,01/04/2021,Downloaded,web,2
Not specified,13/04/2021,Downloaded,web,2
Not specified,14/04/2021,Downloaded,web,2
Not specified,23/04/2021,Downloaded,web,2
Not specified,27/04/2021,Downloaded,web,2
Not specified,02/05/2021,Downloaded,web,2
Not specified,03/05/2021,Downloaded,web,2
Not specified,08/05/2021,Downloaded,web,2
Not specified,09/05/2021,Downloaded,web,2
Not specified,10/05/2021,Downloaded,web,2
Not specified,13/05/2021,Downloaded,web,2
Not specified,15/05/2021,Downloaded,web,2
Not specified,19/05/2021,Downloaded,web,2
Not specified,20/05/2021,Downloaded,web,2
Not specified,24/05/2021,Downloaded,web,2
Not specified,05/06/2021,Downloaded,web,2
Not specified,06/06/2021,Downloaded,web,2
Not specified,07/06/2021,Downloaded,web,2
Not specified,18/06/2021,Downloaded,web,2
Not specified,24/06/2021,Downloaded,web,2
Not specified,28/06/2021,Downloaded,web,2
Not specified,03/07/2021,Downloaded,web,2
Not specified,06/07/2021,Downloaded,web,2
Not specified,08/07/2021,Downloaded,web,2
Not specified,12/07/2021,Downloaded,web,2
Not specified,17/07/2021,Downloaded,web,2
Not specified,20/07/2021,Downloaded,web,2
Not specified,22/07/2021,Downloaded,web,2
Not specified,23/07/2021,Downloaded,web,2
Not specified,26/07/2021,Downloaded,web,2
Not specified,01/08/2021,Downloaded,web,2
Not specified,04/08/2021,Downloaded,web,2
Not specified,07/08/2021,Downloaded,web,2
Not specified,16/08/2021,Downloaded,web,2
Not specified,27/08/2021,Downloaded,web,2
Not specified,31/08/2021,Downloaded,web,2
Not specified,08/09/2021,Downloaded,web,2
Not specified,09/09/2021,Downloaded,web,2
Not specified,14/09/2021,Downloaded,web,2
Not specified,17/09/2021,Downloaded,web,2
Not specified,22/09/2021,Downloaded,web,2
Not specified,28/09/2021,Downloaded,web,2
Not specified,02/10/2021,Downloaded,web,2
Not specified,03/10/2021,Downloaded,web,2
Not specified,10/10/2021,Downloaded,web,2
Not specified,12/10/2021,Downloaded,web,2
Not specified,17/10/2021,Downloaded,web,2
Not specified,18/10/2021,Downloaded,web,2
Not specified,31/10/2021,Downloaded,web,2
Not specified,01/11/2021,Downloaded,web,2
Not specified,02/11/2021,Downloaded,web,2
Not specified,03/11/2021,Downloaded,web,2
Not specified,06/11/2021,Downloaded,web,2
Not specified,10/11/2021,Downloaded,web,2
Not specified,14/11/2021,Downloaded,web,2
Not specified,17/11/2021,Downloaded,web,2
Not specified,20/11/2021,Downloaded,web,2
Not specified,24/11/2021,Downloaded,web,2
Not specified,28/11/2021,Downloaded,web,2
Not specified,04/12/2021,Downloaded,web,2
Not specified,05/12/2021,Downloaded,web,2
Not specified,17/12/2021,Downloaded,web,2
Not specified,23/12/2021,Downloaded,web,2
Not specified,25/12/2021,Downloaded,web,2
Not specified,31/12/2021,Downloaded,web,2
Not specified,09/01/2021,Downloaded,web,3
Not specified,14/01/2021,Downloaded,web,3
Not specified,18/01/2021,Downloaded,web,3
Not specified,22/01/2021,Downloaded,web,3
Not specified,05/02/2021,Downloaded,web,3
Not specified,22/02/2021,Downloaded,web,3
Not specified,02/03/2021,Downloaded,web,3
Not specified,06/03/2021,Downloaded,web,3
Not specified,23/03/2021,Downloaded,web,3
Not specified,24/03/2021,Downloaded,web,3
Not specified,05/04/2021,Downloaded,web,3
Not specified,06/04/2021,Downloaded,web,3
Not specified,07/04/2021,Downloaded,web,3
Not specified,12/04/2021,Downloaded,web,3
Not specified,28/04/2021,Downloaded,web,3
Not specified,29/04/2021,Downloaded,web,3
Not specified,12/05/2021,Downloaded,web,3
Not specified,14/06/2021,Downloaded,web,3
Not specified,19/06/2021,Downloaded,web,3
Not specified,22/06/2021,Downloaded,web,3
Not specified,01/07/2021,Downloaded,web,3
Not specified,05/07/2021,Downloaded,web,3
Not specified,21/07/2021,Downloaded,web,3
Not specified,31/07/2021,Downloaded,web,3
Not specified,06/08/2021,Downloaded,web,3
Not specified,11/08/2021,Downloaded,web,3
Not specified,14/08/2021,Downloaded,web,3
Not specified,18/08/2021,Downloaded,web,3
Not specified,01/09/2021,Downloaded,web,3
Not specified,04/09/2021,Downloaded,web,3
Not specified,06/09/2021,Downloaded,web,3
Not specified,19/09/2021,Downloaded,web,3
Not specified,21/09/2021,Downloaded,web,3
Not specified,16/10/2021,Downloaded,web,3
Not specified,21/10/2021,Downloaded,web,3
Not specified,23/10/2021,Downloaded,web,3
Not specified,24/10/2021,Downloaded,web,3
Not specified,26/10/2021,Downloaded,web,3
Not specified,28/10/2021,Downloaded,web,3
Not specified,30/10/2021,Downloaded,web,3
Not specified,08/11/2021,Downloaded,web,3
Not specified,18/11/2021,Downloaded,web,3
Not specified,21/11/2021,Downloaded,web,3
Not specified,30/11/2021,Downloaded,web,3
Not specified,08/12/2021,Downloaded,web,3
Not specified,11/12/2021,Downloaded,web,3
Not specified,21/12/2021,Downloaded,web,3
Not specified,24/12/2021,Downloaded,web,3
Not specified,26/12/2021,Downloaded,web,3
Not specified,29/12/2021,Downloaded,web,3
Not specified,06/01/2021,Downloaded,web,4
Not specified,12/01/2021,Downloaded,web,4
Not specified,14/02/2021,Downloaded,web,4
Not specified,28/02/2021,Downloaded,web,4
Not specified,04/03/2021,Downloaded,web,4
Not specified,25/03/2021,Downloaded,web,4
Not specified,03/06/2021,Downloaded,web,4
Not specified,16/06/2021,Downloaded,web,4
Not specified,16/07/2021,Downloaded,web,4
Not specified,10/08/2021,Downloaded,web,4
Not specified,23/08/2021,Downloaded,web,4
Not specified,25/11/2021,Downloaded,web,4
Not specified,30/01/2021,Downloaded,web,5
Not specified,05/03/2021,Downloaded,web,5
Not specified,07/05/2021,Downloaded,web,5
Not specified,24/07/2021,Downloaded,web,5
Not specified,11/10/2021,Downloaded,web,5
Not specified,22/10/2021,Downloaded,web,5
Not specified,22/11/2021,Downloaded,web,5
Unknown,05/01/2021,Downloaded,web,1
Unknown,14/01/2021,Downloaded,web,1
Unknown,15/01/2021,Downloaded,web,1
Unknown,25/01/2021,Downloaded,web,1
Unknown,26/01/2021,Downloaded,web,1
Unknown,30/01/2021,Downloaded,web,1
Unknown,31/01/2021,Downloaded,web,1
Unknown,04/02/2021,Downloaded,web,1
Unknown,05/02/2021,Downloaded,web,1
Unknown,07/02/2021,Downloaded,web,1
Unknown,12/02/2021,Downloaded,web,1
Unknown,14/02/2021,Downloaded,web,1
Unknown,17/02/2021,Downloaded,web,1
Unknown,21/02/2021,Downloaded,web,1
Unknown,24/02/2021,Downloaded,web,1
Unknown,27/02/2021,Downloaded,web,1
Unknown,03/03/2021,Downloaded,web,1
Unknown,05/03/2021,Downloaded,web,1
Unknown,11/03/2021,Downloaded,web,1
Unknown,12/03/2021,Downloaded,web,1
Unknown,14/03/2021,Downloaded,web,1
Unknown,15/03/2021,Downloaded,web,1
Unknown,16/03/2021,Downloaded,web,1
Unknown,21/03/2021,Downloaded,web,1
Unknown,24/03/2021,Downloaded,web,1
Unknown,27/03/2021,Downloaded,web,1
Unknown,28/03/2021,Downloaded,web,1
Unknown,30/03/2021,Downloaded,web,1
Unknown,01/04/2021,Downloaded,web,1
Unknown,02/04/2021,Downloaded,web,1
Unknown,10/04/2021,Downloaded,web,1
Unknown,11/04/2021,Downloaded,web,1
Unknown,12/04/2021,Downloaded,web,1
Unknown,13/04/2021,Downloaded,web,1
Unknown,15/04/2021,Downloaded,web,1
Unknown,03/05/2021,Downloaded,web,1
Unknown,08/05/2021,Downloaded,web,1
Unknown,10/05/2021,Downloaded,web,1
Unknown,14/05/2021,Downloaded,web,1
Unknown,15/05/2021,Downloaded,web,1
Unknown,16/05/2021,Downloaded,web,1
Unknown,17/05/2021,Downloaded,web,1
Unknown,22/05/2021,Downloaded,web,1
Unknown,24/05/2021,Downloaded,web,1
Unknown,25/05/2021,Downloaded,web,1
Unknown,26/05/2021,Downloaded,web,1
Unknown,27/05/2021,Downloaded,web,1
Unknown,29/05/2021,Downloaded,web,1
Unknown,09/06/2021,Downloaded,web,1
Unknown,11/06/2021,Downloaded,web,1
Unknown,15/06/2021,Downloaded,web,1
Unknown,19/06/2021,Downloaded,web,1
